Country,year,sex,age,suicides_no,population,
Anguilla,2008,male,75+ years,0,,#DIV/0!
Anguilla,2009,female,15-24 years,0,,#DIV/0!
Anguilla,2009,female,25-34 years,0,,#DIV/0!
Anguilla,2009,female,35-54 years,0,,#DIV/0!
Anguilla,2009,female,5-14 years,0,,#DIV/0!
Anguilla,2009,female,55-74 years,0,,#DIV/0!
Anguilla,2009,female,75+ years,0,,#DIV/0!
Anguilla,2009,male,15-24 years,0,,#DIV/0!
Anguilla,2009,male,25-34 years,0,,#DIV/0!
Anguilla,2009,male,35-54 years,0,,#DIV/0!
Anguilla,2009,male,5-14 years,0,,#DIV/0!
Anguilla,2009,male,55-74 years,0,,#DIV/0!
Anguilla,2009,male,75+ years,0,,#DIV/0!
Anguilla,2010,female,15-24 years,0,,#DIV/0!
Anguilla,2010,female,25-34 years,0,,#DIV/0!
Anguilla,2010,female,35-54 years,0,,#DIV/0!
Anguilla,2010,female,5-14 years,0,,#DIV/0!
Anguilla,2010,female,55-74 years,0,,#DIV/0!
Anguilla,2010,female,75+ years,0,,#DIV/0!
Anguilla,2010,male,15-24 years,0,,#DIV/0!
Anguilla,2010,male,25-34 years,0,,#DIV/0!
Anguilla,2010,male,35-54 years,0,,#DIV/0!
Anguilla,2010,male,5-14 years,0,,#DIV/0!
Anguilla,2010,male,55-74 years,0,,#DIV/0!
Anguilla,2010,male,75+ years,0,,#DIV/0!
Anguilla,2011,female,15-24 years,0,,#DIV/0!
Anguilla,2011,female,25-34 years,0,,#DIV/0!
Anguilla,2011,female,35-54 years,0,,#DIV/0!
Anguilla,2011,female,5-14 years,0,,#DIV/0!
Anguilla,2011,female,55-74 years,0,,#DIV/0!
Anguilla,2011,female,75+ years,0,,#DIV/0!
Anguilla,2011,male,15-24 years,0,,#DIV/0!
Anguilla,2011,male,25-34 years,0,,#DIV/0!
Anguilla,2011,male,35-54 years,0,,#DIV/0!
Anguilla,2011,male,5-14 years,0,,#DIV/0!
Anguilla,2011,male,55-74 years,1,,#DIV/0!
Anguilla,2011,male,75+ years,0,,#DIV/0!
Anguilla,2012,female,15-24 years,0,,#DIV/0!
Anguilla,2012,female,25-34 years,0,,#DIV/0!
Anguilla,2012,female,35-54 years,0,,#DIV/0!
Anguilla,2012,female,5-14 years,0,,#DIV/0!
Anguilla,2012,female,55-74 years,0,,#DIV/0!
Anguilla,2012,female,75+ years,0,,#DIV/0!
Anguilla,2012,male,15-24 years,0,,#DIV/0!
Anguilla,2012,male,25-34 years,0,,#DIV/0!
Anguilla,2012,male,35-54 years,0,,#DIV/0!
Anguilla,2012,male,5-14 years,0,,#DIV/0!
Anguilla,2012,male,55-74 years,0,,#DIV/0!
Anguilla,2012,male,75+ years,0,,#DIV/0!
Anguilla,2013,female,15-24 years,0,,#DIV/0!
Anguilla,2013,female,25-34 years,0,,#DIV/0!
Anguilla,2013,female,35-54 years,0,,#DIV/0!
Anguilla,2013,female,5-14 years,0,,#DIV/0!
Anguilla,2013,female,55-74 years,0,,#DIV/0!
Anguilla,2013,female,75+ years,0,,#DIV/0!
Anguilla,2013,male,15-24 years,0,,#DIV/0!
Anguilla,2013,male,25-34 years,0,,#DIV/0!
Anguilla,2013,male,35-54 years,0,,#DIV/0!
Anguilla,2013,male,5-14 years,0,,#DIV/0!
Anguilla,2013,male,55-74 years,0,,#DIV/0!
Anguilla,2013,male,75+ years,0,,#DIV/0!
Anguilla,2014,female,15-24 years,0,,#DIV/0!
Anguilla,2014,female,25-34 years,0,,#DIV/0!
Anguilla,2014,female,35-54 years,0,,#DIV/0!
Anguilla,2014,female,5-14 years,0,,#DIV/0!
Anguilla,2014,female,55-74 years,0,,#DIV/0!
Anguilla,2014,female,75+ years,0,,#DIV/0!
Anguilla,2014,male,15-24 years,0,,#DIV/0!
Anguilla,2014,male,25-34 years,0,,#DIV/0!
Anguilla,2014,male,35-54 years,0,,#DIV/0!
Anguilla,2014,male,5-14 years,0,,#DIV/0!
Anguilla,2014,male,55-74 years,0,,#DIV/0!
Anguilla,2014,male,75+ years,0,,#DIV/0!
Anguilla,2015,female,15-24 years,0,,#DIV/0!
Anguilla,2015,female,25-34 years,0,,#DIV/0!
Anguilla,2015,female,35-54 years,0,,#DIV/0!
Anguilla,2015,female,5-14 years,0,,#DIV/0!
Anguilla,2015,female,55-74 years,0,,#DIV/0!
Anguilla,2015,female,75+ years,0,,#DIV/0!
Anguilla,2015,male,15-24 years,0,,#DIV/0!
Anguilla,2015,male,25-34 years,0,,#DIV/0!
Anguilla,2015,male,35-54 years,0,,#DIV/0!
Anguilla,2015,male,5-14 years,0,,#DIV/0!
Anguilla,2015,male,55-74 years,0,,#DIV/0!
Anguilla,2015,male,75+ years,0,,#DIV/0!
Anguilla,2016,female,15-24 years,0,,#DIV/0!
Anguilla,2016,female,25-34 years,0,,#DIV/0!
Anguilla,2016,female,35-54 years,0,,#DIV/0!
Anguilla,2016,female,5-14 years,0,,#DIV/0!
Anguilla,2016,female,55-74 years,0,,#DIV/0!
Anguilla,2016,female,75+ years,0,,#DIV/0!
Anguilla,2016,male,15-24 years,0,,#DIV/0!
Anguilla,2016,male,25-34 years,0,,#DIV/0!
Anguilla,2016,male,35-54 years,0,,#DIV/0!
Anguilla,2016,male,5-14 years,0,,#DIV/0!
Anguilla,2016,male,55-74 years,0,,#DIV/0!
Anguilla,2016,male,75+ years,0,,#DIV/0!
Antigua and Barbuda,1983,female,15-24 years,0,7882,0
Antigua and Barbuda,1983,female,25-34 years,0,6341,0
Antigua and Barbuda,1983,female,35-54 years,0,6284,0
Antigua and Barbuda,1983,female,5-14 years,0,8119,0
Antigua and Barbuda,1983,female,55-74 years,0,3729,0
Antigua and Barbuda,1983,female,75+ years,0,904,0
Antigua and Barbuda,1983,male,15-24 years,0,7932,0
Antigua and Barbuda,1983,male,25-34 years,0,6317,0
Antigua and Barbuda,1983,male,35-54 years,0,5929,0
Antigua and Barbuda,1983,male,5-14 years,0,8165,0
Antigua and Barbuda,1983,male,55-74 years,0,2700,0
Antigua and Barbuda,1983,male,75+ years,0,389,0
Antigua and Barbuda,1985,female,15-24 years,0,7709,0
Antigua and Barbuda,1985,female,25-34 years,0,6344,0
Antigua and Barbuda,1985,female,35-54 years,0,6173,0
Antigua and Barbuda,1985,female,5-14 years,0,7339,0
Antigua and Barbuda,1985,female,55-74 years,0,3778,0
Antigua and Barbuda,1985,female,75+ years,0,949,0
Antigua and Barbuda,1985,male,15-24 years,0,7667,0
Antigua and Barbuda,1985,male,25-34 years,0,6194,0
Antigua and Barbuda,1985,male,35-54 years,0,5970,0
Antigua and Barbuda,1985,male,5-14 years,0,7304,0
Antigua and Barbuda,1985,male,55-74 years,0,2723,0
Antigua and Barbuda,1985,male,75+ years,0,424,0
Antigua and Barbuda,1986,female,15-24 years,0,7668,0
Antigua and Barbuda,1986,female,25-34 years,0,6209,0
Antigua and Barbuda,1986,female,35-54 years,0,6101,0
Antigua and Barbuda,1986,female,5-14 years,0,6907,0
Antigua and Barbuda,1986,female,55-74 years,0,3764,0
Antigua and Barbuda,1986,female,75+ years,0,1014,0
Antigua and Barbuda,1986,male,15-24 years,0,7563,0
Antigua and Barbuda,1986,male,25-34 years,0,6023,0
Antigua and Barbuda,1986,male,35-54 years,0,5947,0
Antigua and Barbuda,1986,male,5-14 years,0,6827,0
Antigua and Barbuda,1986,male,55-74 years,0,2771,0
Antigua and Barbuda,1986,male,75+ years,0,476,0
Antigua and Barbuda,1987,female,15-24 years,0,7583,0
Antigua and Barbuda,1987,female,25-34 years,0,6101,0
Antigua and Barbuda,1987,female,35-54 years,0,6059,0
Antigua and Barbuda,1987,female,5-14 years,0,6623,0
Antigua and Barbuda,1987,female,55-74 years,0,3738,0
Antigua and Barbuda,1987,female,75+ years,0,1081,0
Antigua and Barbuda,1987,male,15-24 years,0,7421,0
Antigua and Barbuda,1987,male,25-34 years,0,5893,0
Antigua and Barbuda,1987,male,35-54 years,0,5927,0
Antigua and Barbuda,1987,male,5-14 years,0,6499,0
Antigua and Barbuda,1987,male,55-74 years,0,2798,0
Antigua and Barbuda,1987,male,75+ years,0,538,0
Antigua and Barbuda,1988,female,15-24 years,0,7413,0
Antigua and Barbuda,1988,female,25-34 years,0,6041,0
Antigua and Barbuda,1988,female,35-54 years,0,6021,0
Antigua and Barbuda,1988,female,5-14 years,0,6527,0
Antigua and Barbuda,1988,female,55-74 years,0,3708,0
Antigua and Barbuda,1988,female,75+ years,0,1141,0
Antigua and Barbuda,1988,male,15-24 years,0,7209,0
Antigua and Barbuda,1988,male,25-34 years,0,5826,0
Antigua and Barbuda,1988,male,35-54 years,0,5907,0
Antigua and Barbuda,1988,male,5-14 years,0,6355,0
Antigua and Barbuda,1988,male,55-74 years,0,2813,0
Antigua and Barbuda,1988,male,75+ years,0,603,0
Antigua and Barbuda,1989,female,15-24 years,0,7152,0
Antigua and Barbuda,1989,female,25-34 years,0,6059,0
Antigua and Barbuda,1989,female,35-54 years,0,5969,0
Antigua and Barbuda,1989,female,5-14 years,0,6621,0
Antigua and Barbuda,1989,female,55-74 years,0,3696,0
Antigua and Barbuda,1989,female,75+ years,0,1195,0
Antigua and Barbuda,1989,male,15-24 years,0,6927,0
Antigua and Barbuda,1989,male,25-34 years,0,5835,0
Antigua and Barbuda,1989,male,35-54 years,0,5862,0
Antigua and Barbuda,1989,male,5-14 years,0,6403,0
Antigua and Barbuda,1989,male,55-74 years,0,2843,0
Antigua and Barbuda,1989,male,75+ years,0,676,0
Antigua and Barbuda,1990,female,15-24 years,0,6827,0
Antigua and Barbuda,1990,female,25-34 years,0,6172,0
Antigua and Barbuda,1990,female,35-54 years,0,5895,0
Antigua and Barbuda,1990,female,5-14 years,0,6877,0
Antigua and Barbuda,1990,female,55-74 years,0,3706,0
Antigua and Barbuda,1990,female,75+ years,0,1252,0
Antigua and Barbuda,1990,male,15-24 years,0,6598,0
Antigua and Barbuda,1990,male,25-34 years,0,5937,0
Antigua and Barbuda,1990,male,35-54 years,1,5799,0.000172444
Antigua and Barbuda,1990,male,5-14 years,0,6611,0
Antigua and Barbuda,1990,male,55-74 years,0,2902,0
Antigua and Barbuda,1990,male,75+ years,0,758,0
Antigua and Barbuda,1991,female,15-24 years,0,6595,0
Antigua and Barbuda,1991,female,25-34 years,0,6396,0
Antigua and Barbuda,1991,female,35-54 years,0,6198,0
Antigua and Barbuda,1991,female,5-14 years,0,7089,0
Antigua and Barbuda,1991,female,55-74 years,0,3665,0
Antigua and Barbuda,1991,female,75+ years,0,1293,0
Antigua and Barbuda,1991,male,15-24 years,0,6401,0
Antigua and Barbuda,1991,male,25-34 years,0,6156,0
Antigua and Barbuda,1991,male,35-54 years,0,6122,0
Antigua and Barbuda,1991,male,5-14 years,0,6818,0
Antigua and Barbuda,1991,male,55-74 years,0,2857,0
Antigua and Barbuda,1991,male,75+ years,0,804,0
Antigua and Barbuda,1992,female,15-24 years,0,6369,0
Antigua and Barbuda,1992,female,25-34 years,0,6650,0
Antigua and Barbuda,1992,female,35-54 years,0,6534,0
Antigua and Barbuda,1992,female,5-14 years,0,7311,0
Antigua and Barbuda,1992,female,55-74 years,0,3648,0
Antigua and Barbuda,1992,female,75+ years,0,1339,0
Antigua and Barbuda,1992,male,15-24 years,0,6221,0
Antigua and Barbuda,1992,male,25-34 years,0,6409,0
Antigua and Barbuda,1992,male,35-54 years,0,6497,0
Antigua and Barbuda,1992,male,5-14 years,0,7059,0
Antigua and Barbuda,1992,male,55-74 years,0,2851,0
Antigua and Barbuda,1992,male,75+ years,0,853,0
Antigua and Barbuda,1993,female,15-24 years,0,6182,0
Antigua and Barbuda,1993,female,25-34 years,0,6914,0
Antigua and Barbuda,1993,female,35-54 years,0,6917,0
Antigua and Barbuda,1993,female,5-14 years,0,7529,0
Antigua and Barbuda,1993,female,55-74 years,0,3662,0
Antigua and Barbuda,1993,female,75+ years,0,1386,0
Antigua and Barbuda,1993,male,15-24 years,0,6069,0
Antigua and Barbuda,1993,male,25-34 years,1,6668,0.00014997
Antigua and Barbuda,1993,male,35-54 years,0,6915,0
Antigua and Barbuda,1993,male,5-14 years,0,7298,0
Antigua and Barbuda,1993,male,55-74 years,0,2879,0
Antigua and Barbuda,1993,male,75+ years,0,896,0
Antigua and Barbuda,1994,female,15-24 years,0,6083,0
Antigua and Barbuda,1994,female,25-34 years,0,7151,0
Antigua and Barbuda,1994,female,35-54 years,0,7357,0
Antigua and Barbuda,1994,female,5-14 years,0,7722,0
Antigua and Barbuda,1994,female,55-74 years,0,3715,0
Antigua and Barbuda,1994,female,75+ years,0,1437,0
Antigua and Barbuda,1994,male,15-24 years,0,5976,0
Antigua and Barbuda,1994,male,25-34 years,0,6886,0
Antigua and Barbuda,1994,male,35-54 years,0,7359,0
Antigua and Barbuda,1994,male,5-14 years,0,7494,0
Antigua and Barbuda,1994,male,55-74 years,0,2935,0
Antigua and Barbuda,1994,male,75+ years,0,929,0
Antigua and Barbuda,1995,female,15-24 years,0,6099,0
Antigua and Barbuda,1995,female,25-34 years,0,7333,0
Antigua and Barbuda,1995,female,35-54 years,0,7851,0
Antigua and Barbuda,1995,female,5-14 years,0,7885,0
Antigua and Barbuda,1995,female,55-74 years,0,3808,0
Antigua and Barbuda,1995,female,75+ years,0,1488,0
Antigua and Barbuda,1995,male,15-24 years,0,5953,0
Antigua and Barbuda,1995,male,25-34 years,0,7023,0
Antigua and Barbuda,1995,male,35-54 years,0,7809,0
Antigua and Barbuda,1995,male,5-14 years,0,7632,0
Antigua and Barbuda,1995,male,55-74 years,0,3021,0
Antigua and Barbuda,1995,male,75+ years,0,944,0
Antigua and Barbuda,1998,female,15-24 years,0,6529,0
Antigua and Barbuda,1998,female,25-34 years,0,8332,0
Antigua and Barbuda,1998,female,35-54 years,0,9615,0
Antigua and Barbuda,1998,female,5-14 years,0,8183,0
Antigua and Barbuda,1998,female,55-74 years,0,3921,0
Antigua and Barbuda,1998,female,75+ years,0,1476,0
Antigua and Barbuda,1998,male,15-24 years,0,5916,0
Antigua and Barbuda,1998,male,25-34 years,0,7294,0
Antigua and Barbuda,1998,male,35-54 years,0,9086,0
Antigua and Barbuda,1998,male,5-14 years,0,7706,0
Antigua and Barbuda,1998,male,55-74 years,0,3213,0
Antigua and Barbuda,1998,male,75+ years,0,954,0
Antigua and Barbuda,1999,female,15-24 years,0,6589,0
Antigua and Barbuda,1999,female,25-34 years,0,8526,0
Antigua and Barbuda,1999,female,35-54 years,0,10311,0
Antigua and Barbuda,1999,female,5-14 years,0,8314,0
Antigua and Barbuda,1999,female,55-74 years,0,3968,0
Antigua and Barbuda,1999,female,75+ years,0,1451,0
Antigua and Barbuda,1999,male,15-24 years,0,5845,0
Antigua and Barbuda,1999,male,25-34 years,0,7263,0
Antigua and Barbuda,1999,male,35-54 years,0,9537,0
Antigua and Barbuda,1999,male,5-14 years,0,7805,0
Antigua and Barbuda,1999,male,55-74 years,0,3276,0
Antigua and Barbuda,1999,male,75+ years,0,947,0
Antigua and Barbuda,2000,female,15-24 years,0,6616,0
Antigua and Barbuda,2000,female,25-34 years,0,8595,0
Antigua and Barbuda,2000,female,35-54 years,0,11040,0
Antigua and Barbuda,2000,female,5-14 years,0,8439,0
Antigua and Barbuda,2000,female,55-74 years,0,3986,0
Antigua and Barbuda,2000,female,75+ years,0,1413,0
Antigua and Barbuda,2000,male,15-24 years,0,5783,0
Antigua and Barbuda,2000,male,25-34 years,0,7177,0
Antigua and Barbuda,2000,male,35-54 years,1,10033,9.97E-05
Antigua and Barbuda,2000,male,5-14 years,0,7973,0
Antigua and Barbuda,2000,male,55-74 years,1,3333,0.00030003
Antigua and Barbuda,2000,male,75+ years,0,938,0
Antigua and Barbuda,2001,female,15-24 years,0,6902,0
Antigua and Barbuda,2001,female,25-34 years,0,8425,0
Antigua and Barbuda,2001,female,35-54 years,0,11402,0
Antigua and Barbuda,2001,female,5-14 years,0,8428,0
Antigua and Barbuda,2001,female,55-74 years,0,4037,0
Antigua and Barbuda,2001,female,75+ years,0,1487,0
Antigua and Barbuda,2001,male,15-24 years,0,6084,0
Antigua and Barbuda,2001,male,25-34 years,0,7071,0
Antigua and Barbuda,2001,male,35-54 years,2,10281,0.000194534
Antigua and Barbuda,2001,male,5-14 years,0,7958,0
Antigua and Barbuda,2001,male,55-74 years,0,3442,0
Antigua and Barbuda,2001,male,75+ years,0,980,0
Antigua and Barbuda,2002,female,15-24 years,0,7196,0
Antigua and Barbuda,2002,female,25-34 years,0,8155,0
Antigua and Barbuda,2002,female,35-54 years,0,11760,0
Antigua and Barbuda,2002,female,5-14 years,0,8408,0
Antigua and Barbuda,2002,female,55-74 years,0,4050,0
Antigua and Barbuda,2002,female,75+ years,0,1547,0
Antigua and Barbuda,2002,male,15-24 years,0,6416,0
Antigua and Barbuda,2002,male,25-34 years,0,6921,0
Antigua and Barbuda,2002,male,35-54 years,0,10604,0
Antigua and Barbuda,2002,male,5-14 years,0,7980,0
Antigua and Barbuda,2002,male,55-74 years,0,3527,0
Antigua and Barbuda,2002,male,75+ years,0,1024,0
Antigua and Barbuda,2003,female,15-24 years,0,7454,0
Antigua and Barbuda,2003,female,25-34 years,0,7831,0
Antigua and Barbuda,2003,female,35-54 years,0,12129,0
Antigua and Barbuda,2003,female,5-14 years,0,8423,0
Antigua and Barbuda,2003,female,55-74 years,0,4054,0
Antigua and Barbuda,2003,female,75+ years,0,1583,0
Antigua and Barbuda,2003,male,15-24 years,0,6730,0
Antigua and Barbuda,2003,male,25-34 years,0,6734,0
Antigua and Barbuda,2003,male,35-54 years,0,10997,0
Antigua and Barbuda,2003,male,5-14 years,0,8061,0
Antigua and Barbuda,2003,male,55-74 years,1,3594,0.000278242
Antigua and Barbuda,2003,male,75+ years,0,1068,0
Antigua and Barbuda,2004,female,15-24 years,0,7648,0
Antigua and Barbuda,2004,female,25-34 years,0,7531,0
Antigua and Barbuda,2004,female,35-54 years,0,12492,0
Antigua and Barbuda,2004,female,5-14 years,0,8488,0
Antigua and Barbuda,2004,female,55-74 years,0,4088,0
Antigua and Barbuda,2004,female,75+ years,0,1590,0
Antigua and Barbuda,2004,male,15-24 years,0,6968,0
Antigua and Barbuda,2004,male,25-34 years,0,6556,0
Antigua and Barbuda,2004,male,35-54 years,1,11406,8.77E-05
Antigua and Barbuda,2004,male,5-14 years,0,8196,0
Antigua and Barbuda,2004,male,55-74 years,1,3665,0.000272851
Antigua and Barbuda,2004,male,75+ years,0,1094,0
Antigua and Barbuda,2005,female,15-24 years,0,7780,0
Antigua and Barbuda,2005,female,25-34 years,0,7327,0
Antigua and Barbuda,2005,female,35-54 years,0,12835,0
Antigua and Barbuda,2005,female,5-14 years,0,8584,0
Antigua and Barbuda,2005,female,55-74 years,0,4157,0
Antigua and Barbuda,2005,female,75+ years,0,1575,0
Antigua and Barbuda,2005,male,15-24 years,0,7113,0
Antigua and Barbuda,2005,male,25-34 years,0,6444,0
Antigua and Barbuda,2005,male,35-54 years,0,11778,0
Antigua and Barbuda,2005,male,5-14 years,0,8358,0
Antigua and Barbuda,2005,male,55-74 years,0,3748,0
